label,message,sentiment,predicted
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,positive,positive
ham,THIS IS A LONG FUCKIN SHOWR,positive,negative
ham,Going for dinner.msg you after.,positive,neutral
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,positive,neutral
ham,No but the bluray player can,positive,neutral
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,positive,negative
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,negative,negative
ham,So how many days since then?,positive,positive
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,positive,neutral
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",negative,positive
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,positive,negative
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,positive,positive
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,positive,negative
ham,Hmm thinking lor...,positive,neutral
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",positive,negative
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,positive,positive
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",positive,neutral
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,positive,negative
ham,I've got it down to a tea. not sure which flavour,positive,negative
ham,Hmm ill have to think about it... ok you're forgiven! =D,positive,positive
ham,Still i have not checked it da. . .,positive,neutral
ham,Two teams waiting for some players,positive,neutral
ham,Yes there were many sweets,positive,positive
ham,Love you aathi..love u lot..,positive,positive
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",positive,positive
ham,Ok lor.,positive,positive
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",negative,neutral
ham,Good night my dear.. Sleepwell&amp;Take care,positive,positive
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,positive,negative
ham,Ok lor... But buy wat?,positive,positive
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",positive,negative
ham,Mmm so yummy babe ... Nice jolt to the suzy,positive,positive
ham,Yes! How is a pretty lady like you single?,positive,positive
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",positive,neutral
ham,"Sorry, I'll call later",positive,negative
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,positive,positive
ham,R u here yet? I'm wearing blue shirt n black pants.,positive,negative
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,positive,positive
ham,Finish liao... U?,positive,neutral
ham,Do you always celebrate NY's with your family ?,positive,neutral
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,positive,negative
ham,Lolnice. I went from a fish to ..water.?,positive,neutral
ham,I'm good. Have you registered to vote?,positive,positive
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,positive,positive
ham,You call times job today ok umma and ask them to speed up,positive,positive
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,positive,positive
ham,"Alright, we're all set here, text the man",positive,neutral
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",negative,positive
ham,"(No promises on when though, haven't even gotten dinner yet)",positive,neutral
ham,K and you're sure I don't have to have consent forms to do it :V,positive,positive
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",negative,neutral
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,negative,positive
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",positive,positive
ham,Hahaha..use your brain dear,positive,neutral
ham,ok....take care.umma to you too...,positive,neutral
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",positive,positive
ham,Networking technical support associate.,positive,neutral
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,positive,positive
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,negative,neutral
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",positive,neutral
ham,"I'm home, my love ... If your still awake ... *loving kiss*",positive,positive
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,positive,positive
ham,Wanna do some art?! :D,positive,positive
ham,Sorry for the delay. Yes masters,positive,negative
ham,thanks for the temales it was wonderful. Thank. Have a great week.,positive,positive
spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",negative,neutral
ham,How come?,positive,neutral
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",positive,positive
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",positive,positive
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,positive,neutral
ham,Ok. Very good. Its all about making that money.,positive,positive
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",positive,positive
ham,Also remember the beads don't come off. Ever.,positive,neutral
ham,"see you then, we're all christmassy here!",positive,neutral
ham,Uhhhhrmm isnt having tb test bad when youre sick,positive,negative
ham,Oh k.i think most of wi and nz players unsold.,positive,positive
ham,Just wait till end of march when el nino gets himself. Oh.,positive,neutral
spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,negative,positive
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,negative,neutral
ham,Yeah my usual guy's out of town but there're definitely people around I know,positive,negative
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,negative,positive
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",positive,neutral
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,positive,positive
ham,I'm still pretty weak today .. Bad day ?,positive,negative
ham,Ok... I din get ur msg...,positive,positive
ham,Have a nice day my dear.,positive,positive
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,positive,neutral
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,positive,negative
ham,"Text me when you get off, don't call, my phones having problems",positive,neutral
ham,No. Yes please. Been swimming?,positive,neutral
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,positive,negative
ham,Ill be at yours in about 3 mins but look out for me,positive,negative
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,positive,neutral
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,positive,neutral
ham,Ok i go change also...,positive,positive
ham,Jay says that you're a double-faggot,positive,neutral
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,negative,neutral
ham,I will come to ur home now,positive,neutral
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",positive,positive
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,positive,positive
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,positive,positive
ham,This phone has the weirdest auto correct.,positive,neutral
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",positive,negative
ham,Oh. U must have taken your REAL Valentine out shopping first.,positive,positive
ham,I thought slide is enough.,positive,neutral
ham,get ready to moan and scream :),positive,positive
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,positive,negative
ham,"Yo, any way we could pick something up tonight?",positive,neutral
ham,What time you thinkin of goin?,positive,neutral
ham,Kallis is ready for bat in 2nd innings,positive,positive
ham,Where in abj are you serving. Are you staying with dad or alone.,positive,neutral
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,negative,neutral
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",negative,positive
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,positive,positive
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,negative,positive
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",negative,positive
ham,We will meet soon princess! Ttyl!,positive,neutral
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,negative,negative
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",positive,negative
ham,10 min later k...,positive,neutral
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,positive,neutral
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",positive,positive
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",positive,neutral
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,positive,positive
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",positive,negative
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,positive,neutral
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",positive,positive
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,positive,neutral
ham,Right it wasnt you who phoned it was someone with a number like yours!,positive,positive
ham,I've sent ü my part..,positive,neutral
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,positive,neutral
ham,"Haha... Sounds crazy, dunno can tahan anot...",positive,negative
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,negative,positive
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,negative,neutral
ham,Mm yes dear look how i am hugging you both. :-P,positive,positive
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,negative,neutral
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,positive,positive
ham,"As usual..iam fine, happy &amp; doing well..:)",positive,positive
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,positive,positive
ham,Good night. Am going to sleep.,positive,positive
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,positive,neutral
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,negative,positive
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,positive,neutral
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",negative,positive
ham,"Awesome, text me when you're restocked",positive,positive
ham,I'm aight. Wat's happening on your side.,positive,neutral
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,negative,positive
ham,What happened to our yo date?,positive,neutral
ham,Thanx a lot 4 ur help!,positive,neutral
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,positive,positive
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",positive,positive
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",positive,negative
ham,Wow v v impressed. Have funs shopping!,positive,positive
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,positive,negative
ham,Change again... It's e one next to escalator...,positive,neutral
ham,"Aight, I'll hit you up when I get some cash",positive,neutral
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",positive,neutral
ham,Si si. I think ill go make those oreo truffles.,positive,negative
ham,Jordan got voted out last nite!,positive,neutral
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",positive,neutral
ham,Huh i cant thk of more oredi how many pages do we have?,positive,positive
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,negative,neutral
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",positive,positive
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",negative,positive
ham,Yeah it's jus rite...,positive,neutral
ham,I cant pick the phone right now. Pls send a message,positive,positive
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",positive,positive
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,negative,positive
ham,Still chance there. If you search hard you will get it..let have a try :),positive,positive
ham,Well there's still a bit left if you guys want to tonight,positive,neutral
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,positive,positive
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,negative,positive
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",positive,positive
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,negative,neutral
ham,Yes. Rent is very expensive so its the way we save.,positive,negative
ham,"Sure, I'll see if I can come by in a bit",positive,positive
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,positive,neutral
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",positive,positive
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,positive,neutral
ham,"Sorry, I can't help you on this.",positive,negative
ham,I am waiting machan. Call me once you free.,positive,positive
ham,Otherwise had part time job na-tuition..,positive,neutral
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,positive,positive
ham,DO U WANT 2 MEET UP 2MORRO,positive,neutral
ham,"Nothing much, chillin at home. Any super bowl plan?",positive,positive
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,negative,neutral
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,negative,neutral
ham,May i call You later Pls,positive,neutral
ham,What's the significance?,positive,neutral
ham,"Yeah, probably here for a while",positive,neutral
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,positive,positive
ham,You unbelievable faglord,positive,negative
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,negative,neutral
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",positive,neutral
ham,Ok no prob...,positive,positive
ham,Are you ok. What happen to behave like this,positive,positive
ham,See? I thought it all through,positive,neutral
ham,Might ax well im there.,positive,neutral
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,negative,neutral
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",positive,negative
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,positive,negative
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,positive,positive
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,negative,positive
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",negative,positive
ham,Are you going to wipro interview today?,positive,neutral
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",positive,negative
ham,So gd got free ice cream... I oso wan...,positive,positive
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,positive,neutral
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",negative,positive
ham,I have no money 4 steve mate! !,positive,neutral
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,negative,positive
ham,Good. Good job. I like entrepreneurs,positive,positive
ham,Nokia phone is lovly..,positive,neutral
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",positive,positive
ham,Do well :)all will for little time. Thing of good times ahead:,positive,positive
ham,K..k:)where are you?how did you performed?,positive,neutral
ham,What's your room number again? Wanna make sure I'm knocking on the right door,positive,positive
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,negative,negative
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,positive,neutral
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",positive,positive
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,negative,neutral
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",positive,positive
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,positive,positive
ham,Can ü all decide faster cos my sis going home liao..,positive,neutral
ham,You still around? Looking to pick up later,positive,neutral
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,positive,positive
ham,Nope. Meanwhile she talk say make i greet you.,positive,neutral
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,positive,positive
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",positive,positive
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,positive,positive
ham,Just now saw your message.it k da:),positive,positive
ham,"Sorry that took so long, omw now",positive,negative
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,positive,positive
ham,Is ur paper today in e morn or aft?,positive,neutral
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",positive,neutral
ham,"&lt;#&gt; , that's all? Guess that's easy enough",positive,positive
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",positive,neutral
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,positive,negative
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,positive,positive
ham,You are right. Meanwhile how's project twins comin up,positive,positive
ham,I will be gentle princess! We will make sweet gentle love...,positive,positive
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,positive,negative
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,positive,positive
ham,Thanks for picking up the trash.,positive,positive
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,positive,neutral
ham,Cps is causing the outages to conserve energy.,positive,neutral
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",positive,positive
ham,LOL ... Have you made plans for new years?,positive,positive
ham,"Sorry, I'll call later",positive,negative
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,negative,positive
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,negative,positive
ham,"Ok, be careful ! Don't text and drive !",positive,positive
ham,True. Its easier with her here.,positive,positive
ham,Ok then i come n pick u at engin?,positive,positive
ham,K..k..any special today?,positive,positive
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,negative,neutral
ham,I finished my lunch already. U wake up already?,positive,neutral
ham,Well i know Z will take care of me. So no worries.,positive,neutral
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",negative,neutral
ham,Was the farm open?,positive,neutral
ham,i thought we were doing a king of the hill thing there.,positive,neutral
ham,Yes :)it completely in out of form:)clark also utter waste.,positive,positive
ham,"I can't, I don't have her number!",positive,neutral
ham,All e best 4 ur exam later.,positive,positive
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",negative,positive
ham,Stupid.its not possible,positive,neutral
ham,"Sorry, I'll call later",positive,negative
ham,We still on for tonight?,positive,neutral
ham,"Mah b, I'll pick it up tomorrow",positive,neutral
ham,I'm job profile seems like bpo..,positive,neutral
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,positive,neutral
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,positive,neutral
ham,Anytime lor...,positive,neutral
ham,Or ü go buy wif him then i meet ü later can?,positive,neutral
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",positive,positive
ham,What you did in  leave.,positive,neutral
ham,Where can download clear movies. Dvd copies.,positive,positive
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,positive,positive
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,negative,neutral
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,positive,positive
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,negative,negative
ham,Now get step 2 outta the way. Congrats again.,positive,neutral
ham,"Thank you. And by the way, I just lost.",positive,neutral
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,negative,neutral
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,positive,positive
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",positive,negative
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,negative,neutral
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",positive,positive
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,positive,neutral
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,negative,positive
ham,That's significant but dont worry.,positive,positive
ham,Super da:)good replacement for murali,positive,positive
ham,Don know..wait i will check it.,positive,neutral
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",positive,negative
ham,Are you angry with me. What happen dear,positive,negative
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,positive,positive
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",positive,positive
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",positive,negative
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,negative,neutral
ham,Id have to check but there's only like 1 bowls worth left,positive,positive
ham,Yes princess! I want to catch you with my big strong hands...,positive,positive
ham,Dare i ask... Any luck with sorting out the car?,positive,neutral
ham,I have a sore throat. It's scratches when I talk,positive,neutral
ham,Ok k..sry i knw 2 siva..tats y i askd..,positive,positive
ham,Argh why the fuck is nobody in town ;_;,positive,negative
ham,Goodnight da thangam I really miss u dear.,positive,positive
ham,Its normally hot mail. Com you see!,positive,positive
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,positive,negative
ham,Any pain on urination any thing else?,positive,neutral
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",positive,positive
ham,Oops i thk i dun haf enuff... I go check then tell ü..,positive,neutral
ham,You are a very very very very bad girl. Or lady.,positive,negative
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,positive,positive
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",positive,neutral
ham,No no. I will check all rooms befor activities,positive,neutral
